time,A_1,course,lat,lot,speed,imuAx,imuAy,imuAz,imuCx,imuCy,imuCz,imuGx,imuGy,imuGz,T_1,P,A_2,Time_Data,NH3,CO,NO,C3H8,C4H10,CH4,H2,C2H5OH,T_3,RH,T_2
22:25:27,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.27,-33.69,76.17,-3.53,0.8,0.31,2630.0,79011.0,2049.18,544.826,0.0006,0.0098,0.0096,0.1459,0.1771,0.024900000000000002,0.0007000000000000001,0.0023,25.65,53.75,27.87
22:25:51,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.02,1.0,50.98,-33.69,75.88,-3.54,0.64,0.66,2650.0,79012.0,2049.08,568.726,0.0006,0.0098,0.0097,0.1376,0.1685,0.024900000000000002,0.0007000000000000001,0.0023,25.72,53.57,28.0
22:26:15,1356.9,145.31,6.1659,-75.422494,0.0,-0.02,-0.03,0.99,51.27,-33.69,76.46,-3.53,0.78,0.6,2650.0,79002.0,2050.1,592.487,0.0006,0.0097,0.009899999999999999,0.1297,0.1603,0.024,0.0007000000000000001,0.0022,25.79,53.36,28.0
22:26:38,1356.9,145.31,6.1659,-75.422494,0.0,-0.02,-0.03,1.0,51.27,-33.69,76.46,-3.5,1.02,0.45,2650.0,79020.0,2048.26,615.801,0.0005,0.0098,0.01,0.12369999999999999,0.154,0.024900000000000002,0.0007000000000000001,0.0023,25.86,53.12,28.0
22:27:02,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.56,-34.28,76.17,-3.67,0.66,0.47,2660.0,79014.0,2048.87,639.702,0.0005,0.0095,0.0101,0.1151,0.1449,0.0223,0.0007000000000000001,0.0022,25.91,53.0,28.12
22:27:26,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.27,-34.28,76.17,-3.3,0.89,0.75,2660.0,79014.0,2048.87,663.456,0.0005,0.0096,0.0101,0.111,0.1405,0.0231,0.0007000000000000001,0.0022,25.97,52.81,28.12
22:27:49,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.27,-33.69,75.88,-3.4,0.87,0.34,2660.0,79016.0,2048.67,686.777,0.0005,0.0096,0.0103,0.107,0.1362,0.0231,0.0007000000000000001,0.0022,26.01,52.69,28.12
22:28:13,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,51.27,-33.69,75.88,-3.35,0.69,0.47,2670.0,79013.0,2048.98,710.671,0.0005,0.0095,0.0104,0.1032,0.132,0.0223,0.0007000000000000001,0.0022,26.07,52.57,28.25
22:28:37,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,50.68,-33.69,76.17,-3.44,0.89,0.36,2680.0,79007.0,2049.59,734.415,0.0005,0.009399999999999999,0.0106,0.09820000000000001,0.1266,0.021400000000000002,0.0007000000000000001,0.0021,26.11,52.48,28.25
22:29:00,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,50.68,-33.69,75.88,-3.19,0.95,0.88,2680.0,79018.0,2048.47,757.735,0.0004,0.009399999999999999,0.0106,0.0946,0.1226,0.021400000000000002,0.0007000000000000001,0.0021,26.14,52.39,28.25
22:29:24,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.86,-33.98,77.05,-3.55,0.95,0.47,2680.0,79016.0,2048.67,781.643,0.0004,0.009399999999999999,0.010700000000000001,0.09,0.1175,0.021400000000000002,0.0007000000000000001,0.0021,26.18,52.3,28.37
22:29:48,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,52.15,-33.4,76.76,-3.6,0.62,0.46,2680.0,79016.0,2048.67,805.391,0.0004,0.009399999999999999,0.0109,0.0877,0.115,0.021400000000000002,0.0007000000000000001,0.0021,26.22,52.15,28.25
22:30:11,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.56,-33.69,76.46,-3.36,0.99,0.57,2680.0,79008.0,2049.48,828.693,0.0004,0.009300000000000001,0.0109,0.08439999999999999,0.11130000000000001,0.0206,0.0007000000000000001,0.0021,26.26,52.05,28.25
22:30:35,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.56,-33.69,76.17,-3.36,0.61,0.66,2680.0,79014.0,2048.87,852.592,0.0004,0.0091,0.011200000000000002,0.07919999999999999,0.1054,0.0184,0.0007000000000000001,0.002,26.29,51.96,28.37
22:30:59,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,50.68,-33.4,76.46,-3.33,0.67,0.6,2690.0,79024.0,2047.86,876.329,0.0004,0.009300000000000001,0.011200000000000002,0.07919999999999999,0.1054,0.0206,0.0007000000000000001,0.0021,26.32,51.9,28.37
22:31:22,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.02,0.99,51.27,-33.69,76.17,-3.58,0.63,0.75,2690.0,79023.0,2047.96,899.641,0.0004,0.0092,0.0113,0.0762,0.102,0.0199,0.0007000000000000001,0.0021,26.33,51.81,28.5
22:31:46,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,51.56,-33.11,76.46,-3.56,0.93,0.39,2700.0,79009.0,2049.38,923.565,0.0004,0.0092,0.0113,0.0742,0.0998,0.0199,0.0007000000000000001,0.0021,26.37,51.79,28.5
22:32:10,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.27,-33.98,77.05,-3.52,0.72,0.76,2700.0,79014.0,2048.87,947.32,0.0004,0.0092,0.011399999999999999,0.0723,0.09759999999999999,0.0199,0.0007000000000000001,0.0021,26.39,51.66,28.37
22:32:33,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.56,-33.98,76.17,-3.53,0.63,0.55,2700.0,79020.0,2048.26,970.607,0.0004,0.0092,0.011399999999999999,0.0695,0.0943,0.0191,0.0007000000000000001,0.0021,26.43,51.6,28.5
22:32:57,1356.9,145.31,6.1659,-75.422494,0.0,-0.02,-0.03,0.99,51.27,-33.98,75.88,-3.45,0.85,0.18,2700.0,79025.0,2047.75,994.52,0.0004,0.0092,0.0116,0.0676,0.0922,0.0191,0.0007000000000000001,0.0021,26.43,51.51,28.5
22:33:21,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.56,-33.69,76.76,-3.4,0.93,0.37,2700.0,79021.0,2048.16,1018.284,0.0004,0.0091,0.011699999999999999,0.0659,0.0902,0.0184,0.0007000000000000001,0.002,26.46,51.41,28.5
22:33:44,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,50.98,-33.98,76.17,-3.56,0.73,0.57,2700.0,79023.0,2047.96,1041.595,0.0003,0.0092,0.011699999999999999,0.0641,0.08810000000000001,0.0191,0.0007000000000000001,0.0021,26.5,51.41,28.62
22:34:08,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,51.86,-33.69,76.46,-3.51,0.79,0.78,2710.0,79017.0,2048.57,1065.508,0.0003,0.0088,0.011899999999999999,0.0599,0.0832,0.016399999999999998,0.0006,0.002,26.5,51.22,28.62
22:34:32,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,51.27,-33.98,75.88,-3.58,1.01,0.46,2700.0,79021.0,2048.16,1089.249,0.0003,0.0091,0.011899999999999999,0.0616,0.0851,0.0184,0.0007000000000000001,0.002,26.53,51.23,28.62
22:34:56,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.56,-33.98,76.46,-3.19,0.91,0.47,2700.0,79034.0,2046.84,1113.563,0.0003,0.0091,0.012,0.0599,0.0832,0.0184,0.0007000000000000001,0.002,26.53,51.23,28.5
22:35:20,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.02,0.99,50.98,-34.28,76.17,-3.4,0.81,0.55,2700.0,79018.0,2048.47,1137.468,0.0003,0.0091,0.012,0.0583,0.08130000000000001,0.0184,0.0007000000000000001,0.002,26.54,51.16,28.5
22:35:44,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,51.86,-34.28,76.17,-3.42,0.91,0.62,2700.0,79027.0,2047.55,1161.216,0.0003,0.0091,0.012199999999999999,0.0567,0.0794,0.0184,0.0007000000000000001,0.002,26.57,51.1,28.5
22:36:07,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,50.98,-33.4,76.17,-3.44,0.83,0.43,2710.0,79019.0,2048.37,1184.52,0.0003,0.009000000000000001,0.012199999999999999,0.0559,0.0785,0.0177,0.0006,0.002,26.55,51.04,28.62
22:36:31,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,50.98,-33.98,76.17,-3.52,0.51,0.43,2710.0,79030.0,2047.25,1208.419,0.0003,0.009000000000000001,0.0123,0.054400000000000004,0.0766,0.0177,0.0006,0.002,26.58,50.88,28.62
22:36:55,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,51.27,-33.69,76.76,-3.48,0.72,0.27,2710.0,79024.0,2047.86,1232.172,0.0003,0.009000000000000001,0.0123,0.0529,0.0748,0.0177,0.0006,0.002,26.58,50.88,28.5
22:37:18,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.27,-33.69,76.46,-3.5,0.77,0.32,2700.0,79038.0,2046.43,1255.484,0.0003,0.0086,0.0125,0.05,0.0713,0.0151,0.0006,0.0019,26.61,50.95,28.62
22:37:42,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,50.98,-33.98,76.17,-3.65,0.88,0.43,2710.0,79026.0,2047.65,1279.407,0.0003,0.0089,0.0125,0.0507,0.0722,0.017,0.0006,0.002,26.61,50.79,28.62
22:38:06,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,51.27,-33.4,76.76,-3.48,0.72,0.3,2710.0,79030.0,2047.25,1303.15,0.0003,0.0091,0.0125,0.0507,0.0722,0.0184,0.0007000000000000001,0.002,26.64,50.76,28.62
22:38:29,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,51.56,-33.4,76.17,-3.59,1.08,0.62,2710.0,79026.0,2047.65,1326.457,0.0003,0.0091,0.0126,0.05,0.0713,0.0184,0.0007000000000000001,0.002,26.64,50.79,28.75
22:38:53,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,50.98,-33.4,75.88,-3.4,0.69,0.61,2710.0,79033.0,2046.94,1350.371,0.0003,0.009000000000000001,0.0126,0.0493,0.0705,0.0177,0.0006,0.002,26.66,50.73,28.75
22:39:17,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,1.0,51.56,-32.81,76.46,-3.53,1.05,0.7,2710.0,79034.0,2046.84,1374.111,0.0003,0.009000000000000001,0.0128,0.048600000000000004,0.0696,0.0177,0.0006,0.002,26.66,50.7,28.75
22:39:40,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,50.98,-33.69,75.59,-3.63,0.66,0.55,2720.0,79029.0,2047.35,1397.423,0.0003,0.009000000000000001,0.0128,0.0472,0.068,0.0177,0.0006,0.002,26.68,50.77,28.75
22:40:04,1356.9,145.31,6.1659,-75.422494,0.0,-0.03,-0.03,0.99,51.27,-34.28,76.17,-3.56,0.79,0.29,2710.0,79034.0,2046.84,1421.338,0.0003,0.0091,0.0129,0.0472,0.068,0.0184,0.0007000000000000001,0.002,26.68,50.64,28.62
22:40:28,2132.0,160.53,6.166543,-75.420781,1.02,-0.03,-0.03,0.99,51.27,-34.28,76.17,-3.59,0.89,0.43,2720.0,79035.0,2046.74,1445.085,0.0003,0.009000000000000001,0.0129,0.045899999999999996,0.0663,0.0177,0.0006,0.002,26.68,50.64,28.75
22:40:51,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.27,-33.98,75.88,-3.5,1.32,0.48,2720.0,79031.0,2047.14,1468.375,0.0003,0.0087,0.0129,0.0433,0.06309999999999999,0.0158,0.0006,0.0019,26.66,50.67,28.62
22:41:15,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,50.98,-33.4,76.17,-3.29,0.79,0.56,2720.0,79031.0,2047.14,1492.288,0.0003,0.009000000000000001,0.0131,0.044500000000000005,0.0647,0.0177,0.0006,0.002,26.68,50.64,28.62
22:41:39,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,50.98,-33.98,76.46,-3.33,0.69,0.44,2710.0,79026.0,2047.65,1516.033,0.0003,0.009000000000000001,0.0131,0.043899999999999995,0.0639,0.0177,0.0006,0.002,26.66,50.6,28.62
22:42:02,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.02,0.99,51.27,-34.28,76.46,-3.55,0.82,0.52,2710.0,79032.0,2047.04,1539.325,0.0003,0.0089,0.0131,0.0426,0.0623,0.017,0.0006,0.002,26.68,50.6,28.62
22:42:26,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.86,-33.69,76.17,-3.56,0.76,0.56,2720.0,79039.0,2046.33,1563.258,0.0003,0.0089,0.0132,0.0426,0.0623,0.017,0.0006,0.002,26.71,50.64,28.75
22:42:50,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.27,-33.69,76.17,-3.31,0.64,0.65,2710.0,79036.0,2046.63,1587.005,0.0003,0.0089,0.0132,0.042,0.061500000000000006,0.017,0.0006,0.002,26.69,50.57,28.75
22:43:13,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.27,-33.69,75.59,-3.46,0.65,0.43,2710.0,79019.0,2048.37,1610.304,0.0003,0.0089,0.0132,0.0414,0.0608,0.017,0.0006,0.002,26.68,50.6,28.75
22:43:37,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.27,-33.98,76.17,-3.46,0.93,0.47,2720.0,79032.0,2047.04,1634.225,0.0003,0.009000000000000001,0.0134,0.0414,0.0608,0.0177,0.0006,0.002,26.71,50.54,28.62
22:44:01,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.04,0.99,50.68,-33.69,76.46,-3.34,0.79,0.38,2720.0,79039.0,2046.33,1657.977,0.0003,0.009000000000000001,0.0134,0.0408,0.06,0.0177,0.0006,0.002,26.69,50.54,28.75
22:44:24,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,50.98,-33.98,75.88,-3.49,0.76,0.6,2720.0,79035.0,2046.74,1681.273,0.0002,0.0086,0.013500000000000002,0.0384,0.057,0.0151,0.0006,0.0019,26.68,50.57,28.75
22:44:48,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,50.98,-33.11,75.88,-3.46,0.84,0.56,2730.0,79040.0,2046.23,1705.206,0.0002,0.0089,0.013500000000000002,0.039,0.057800000000000004,0.017,0.0006,0.002,26.69,50.54,28.62
22:45:12,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.02,0.99,51.27,-33.11,76.17,-3.49,0.76,0.56,2720.0,79042.0,2046.02,1728.943,0.0002,0.0089,0.013500000000000002,0.0384,0.057,0.017,0.0006,0.002,26.72,50.48,28.75
22:45:35,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.56,-33.69,75.88,-3.56,0.86,0.47,2720.0,79045.0,2045.72,1752.256,0.0002,0.0089,0.0137,0.0384,0.057,0.017,0.0006,0.002,26.72,50.48,28.75
22:45:59,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.02,-0.03,0.99,51.27,-33.69,75.88,-3.7,0.54,0.34,2720.0,79039.0,2046.33,1776.152,0.0002,0.0088,0.0137,0.0373,0.0556,0.016399999999999998,0.0006,0.002,26.76,50.42,28.75
22:46:23,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.27,-33.69,76.46,-3.47,0.78,0.67,2730.0,79037.0,2046.53,1799.907,0.0002,0.0088,0.0137,0.0373,0.0556,0.016399999999999998,0.0006,0.002,26.72,50.45,28.87
22:46:46,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,51.27,-33.69,75.88,-3.49,0.61,0.63,2730.0,79047.0,2045.51,1823.21,0.0002,0.0088,0.0138,0.036699999999999997,0.054900000000000004,0.016399999999999998,0.0006,0.002,26.71,50.38,28.62
22:47:10,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.02,-0.03,1.0,50.68,-33.98,75.88,-3.46,0.72,0.91,2720.0,79042.0,2046.02,1847.123,0.0002,0.0087,0.0138,0.0361,0.0542,0.0158,0.0006,0.0019,26.72,50.35,28.62
22:47:34,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.86,-33.4,76.17,-3.59,1.08,0.56,2720.0,79042.0,2046.02,1870.873,0.0002,0.0085,0.013999999999999999,0.0345,0.0521,0.0146,0.0006,0.0019,26.75,50.29,28.62
22:47:57,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.02,-0.03,0.99,51.56,-33.4,76.46,-3.5,0.64,0.19,2720.0,79045.0,2045.72,1894.168,0.0002,0.0084,0.013999999999999999,0.0335,0.0507,0.013999999999999999,0.0006,0.0018,26.76,50.23,28.62
22:48:21,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,50.68,-33.98,75.59,-3.56,0.95,0.53,2730.0,79048.0,2045.41,1918.091,0.0002,0.0088,0.0141,0.035,0.0528,0.016399999999999998,0.0006,0.002,26.73,50.29,28.75
22:48:45,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,50.39,-33.98,76.46,-3.62,0.77,0.5,2730.0,79046.0,2045.62,1941.829,0.0002,0.0087,0.0141,0.034,0.051399999999999994,0.0158,0.0006,0.0019,26.73,50.29,28.75
22:49:08,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.27,-33.69,75.88,-3.38,0.63,0.4,2730.0,79043.0,2045.92,1965.145,0.0002,0.0087,0.0141,0.034,0.051399999999999994,0.0158,0.0006,0.0019,26.73,50.29,28.75
22:49:32,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,50.98,-33.11,75.88,-3.48,0.65,0.59,2720.0,79045.0,2045.72,1989.055,0.0002,0.0086,0.0143,0.0335,0.0507,0.0151,0.0006,0.0019,26.76,50.29,28.75
22:49:56,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.27,-34.28,76.46,-3.26,0.8,0.53,2720.0,79045.0,2045.72,2012.809,0.0002,0.0087,0.0143,0.0329,0.0501,0.0158,0.0006,0.0019,26.75,50.29,28.75
22:50:19,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.02,-0.03,0.99,50.68,-33.69,76.17,-3.5,0.61,0.6,2720.0,79052.0,2045.0,2036.109,0.0002,0.0086,0.0143,0.032400000000000005,0.049400000000000006,0.0151,0.0006,0.0019,26.73,50.29,28.62
22:50:43,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,50.98,-34.28,76.46,-3.52,0.68,0.76,2730.0,79050.0,2045.21,2060.03,0.0002,0.0086,0.0144,0.0319,0.0487,0.0151,0.0006,0.0019,26.73,50.29,28.75
22:51:07,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,50.98,-33.11,76.76,-3.47,0.63,0.54,2730.0,79045.0,2045.72,2083.761,0.0002,0.0083,0.0144,0.03,0.0462,0.0134,0.0006,0.0018,26.76,50.29,28.75
22:51:30,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.27,-33.4,76.17,-3.7,0.83,0.67,2730.0,79043.0,2045.92,2107.064,0.0002,0.0086,0.0144,0.0304,0.046799999999999994,0.0151,0.0006,0.0019,26.78,50.26,28.75
22:51:54,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,51.86,-33.69,76.17,-3.31,0.96,0.52,2720.0,79047.0,2045.51,2130.97,0.0002,0.0086,0.0146,0.030899999999999997,0.047400000000000005,0.0151,0.0006,0.0019,26.76,50.29,28.62
22:52:18,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,51.27,-33.98,76.17,-3.52,0.7,0.21,2720.0,79047.0,2045.51,2154.725,0.0002,0.0085,0.0146,0.0304,0.046799999999999994,0.0146,0.0006,0.0019,26.76,50.29,28.62
22:52:41,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,51.56,-33.98,76.17,-3.44,0.76,0.27,2720.0,79053.0,2044.9,2178.029,0.0002,0.0085,0.0146,0.0304,0.046799999999999994,0.0146,0.0006,0.0019,26.73,50.29,28.75
22:53:05,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,50.68,-33.98,76.17,-3.58,0.69,0.39,2710.0,79052.0,2045.0,2201.925,0.0002,0.0085,0.0146,0.029500000000000002,0.045599999999999995,0.0146,0.0006,0.0019,26.75,50.29,28.62
22:53:29,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.02,-0.03,0.99,51.56,-33.98,76.46,-3.5,0.78,0.63,2720.0,79062.0,2043.99,2225.687,0.0002,0.0085,0.0147,0.03,0.0462,0.0146,0.0006,0.0019,26.75,50.32,28.75
22:53:52,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,51.27,-33.98,76.17,-3.49,0.94,0.67,2720.0,79048.0,2045.41,2248.992,0.0002,0.0085,0.0147,0.029500000000000002,0.045599999999999995,0.0146,0.0006,0.0019,26.76,50.23,28.75
22:54:16,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,51.27,-33.98,76.46,-3.25,0.84,0.33,2720.0,79063.0,2043.89,2272.888,0.0002,0.0085,0.0147,0.029500000000000002,0.045599999999999995,0.0146,0.0006,0.0019,26.75,50.26,28.75
22:54:40,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,51.27,-33.4,75.88,-3.61,0.97,1.07,2730.0,79052.0,2045.0,2296.645,0.0002,0.008199999999999999,0.0149,0.0276,0.0431,0.0129,0.0006,0.0018,26.73,50.19,28.62
22:55:03,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,50.98,-33.69,75.88,-3.54,0.68,0.82,2720.0,79054.0,2044.8,2319.951,0.0002,0.0084,0.0149,0.0281,0.0437,0.013999999999999999,0.0006,0.0018,26.75,50.16,28.62
22:55:27,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,0.99,50.98,-33.69,76.17,-3.4,0.98,0.53,2730.0,79075.0,2042.67,2343.857,0.0002,0.0084,0.015,0.0281,0.0437,0.013999999999999999,0.0006,0.0018,26.75,50.16,28.75
22:55:51,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.03,-0.03,1.0,50.98,-33.69,75.88,-3.31,0.82,0.35,2720.0,79055.0,2044.7,2367.599,0.0002,0.0083,0.015,0.0276,0.0431,0.0134,0.0006,0.0018,26.78,50.03,28.75
22:56:14,2132.7,148.12,6.1665019999999995,-75.420763,0.0,-0.02,-0.03,1.0,51.27,-33.98,75.29,-3.51,0.95,0.43,2720.0,79051.0,2045.11,2390.919,0.0002,0.0083,0.0152,0.027200000000000002,0.0425,0.0134,0.0006,0.0018,26.75,50.03,28.62
22:56:38,2144.4,337.62,6.16674,-75.420988,0.0,-0.03,-0.03,0.99,50.98,-33.98,75.88,-3.52,0.78,0.54,2730.0,79058.0,2044.39,2414.829,0.0002,0.008199999999999999,0.0152,0.026699999999999998,0.04190000000000001,0.0129,0.0006,0.0018,26.73,50.06,28.75
22:57:02,2144.4,337.62,6.16674,-75.420988,0.0,-0.03,-0.03,0.99,51.56,-33.98,76.46,-3.38,0.79,0.5,2720.0,79057.0,2044.5,2438.583,0.0002,0.008199999999999999,0.0154,0.0263,0.041299999999999996,0.01,0.0005,0.0016,26.75,50.0,28.75
22:57:25,2144.4,337.62,6.16674,-75.420988,0.0,-0.03,-0.02,1.0,51.27,-33.4,76.17,-3.45,1.05,0.6,2720.0,79059.0,2044.29,2461.883,0.0002,0.008199999999999999,0.0154,0.0263,0.041299999999999996,0.0129,0.0006,0.0018,26.76,49.94,28.75
22:57:49,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.69,75.59,-3.42,0.72,0.56,2720.0,79056.0,2044.6,2485.805,0.0002,0.008100000000000001,0.0155,0.0259,0.0408,0.0124,0.0006,0.0018,26.75,49.96,28.75
22:58:13,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,76.46,-3.59,0.71,0.52,2730.0,79059.0,2044.29,2509.54,0.0002,0.008100000000000001,0.0155,0.0254,0.04019999999999999,0.0124,0.0006,0.0018,26.73,49.97,28.62
22:58:36,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.27,-33.98,75.88,-3.49,0.69,0.55,2730.0,79066.0,2043.58,2532.845,0.0002,0.0084,0.0155,0.0263,0.041299999999999996,0.013999999999999999,0.0006,0.0018,26.79,50.0,28.87
22:59:00,2145.1,125.1,6.166682,-75.420906,0.0,-0.04,-0.02,0.99,51.27,-33.4,76.17,-3.72,0.72,0.47,2720.0,79071.0,2043.07,2556.759,0.0002,0.0087,0.0155,0.0276,0.0431,0.0158,0.0006,0.0019,26.75,50.0,28.62
22:59:24,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,75.88,-3.72,0.68,0.15,2720.0,79064.0,2043.78,2580.514,0.0002,0.0087,0.0155,0.027200000000000002,0.0425,0.0158,0.0006,0.0019,26.76,49.97,28.75
22:59:47,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.56,-34.28,75.88,-3.49,0.84,0.37,2720.0,79069.0,2043.28,2603.809,0.0002,0.0087,0.0155,0.026699999999999998,0.04190000000000001,0.0158,0.0006,0.0019,26.76,49.97,28.75
23:00:11,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.02,0.99,50.68,-33.69,76.76,-3.64,0.67,0.47,2720.0,79056.0,2044.6,2627.724,0.0002,0.0087,0.0155,0.026699999999999998,0.04190000000000001,0.0158,0.0006,0.0019,26.76,50.03,28.62
23:00:35,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,1.0,51.56,-33.11,76.17,-3.5,0.66,0.27,2730.0,79067.0,2043.48,2651.478,0.0002,0.0087,0.015700000000000002,0.026699999999999998,0.04190000000000001,0.0158,0.0006,0.0019,26.76,50.0,28.87
23:00:58,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,50.98,-33.98,75.59,-3.62,1.3,0.6,2720.0,79073.0,2042.87,2674.774,0.0002,0.0087,0.015700000000000002,0.026699999999999998,0.04190000000000001,0.0158,0.0006,0.0019,26.76,50.03,28.75
23:01:22,2145.1,125.1,6.166682,-75.420906,0.0,-0.02,-0.03,0.99,51.27,-33.4,76.46,-3.52,0.82,0.42,2720.0,79065.0,2043.68,2698.705,0.0002,0.0083,0.0158,0.0246,0.0391,0.0134,0.0006,0.0018,26.76,50.0,28.62
23:01:46,2145.1,125.1,6.166682,-75.420906,0.0,-0.03,-0.03,0.99,51.27,-33.98,76.46,-3.23,0.49,0.28,2730.0,79058.0,2044.39,2722.45,0.0002,0.0084,0.015700000000000002,0.025,0.039599999999999996,0.013999999999999999,0.0006,0.0018,26.73,50.0,28.75
